"from","to","strength","direction"
"FGR","P2RX7",0.71,0.815833333333333
"GBP2","GBP4",0.78,0.8825
"H2BC11","MR1",0.72,0.933333333333333
"JAK3","RUNX3",0.73,0.790833333333333
"LTBR","PJA2",0.78,0.7825
"CD24","CD274",0.7,0.975
"HMGB1","RIPK3",0.75,0.79
"IL2RA","SLAMF1",0.82,0.796666666666667
"DCAF15","IL12B",0.78,0.8925
"GAS6","KLRC2",0.76,0.850833333333333
"IL23R","MICA",0.7,0.65
"IFIT1","TRIM22",0.76,0.88
"ATM","GATA3",0.75,0.802083333333333
"CTC1","CTNNB1",0.77,0.861666666666667
"FADD","ZBTB1",0.71,0.654166666666667
"RARG","RORC",0.7,0.891666666666667
"CD274","JAK2",0.71,0.7975
"CDC37","USP29",0.84,0.776666666666667
"DCST1","TBK1",0.7,0.813333333333333
"FADD","STING1",0.83,0.851666666666667
"ISG15","USP18",0.72,0.6575
"USP18","STAT2",0.84,0.550833333333333
"CD2","TIRAP",0.82,0.769166666666667
"CD2","TLR3",0.76,0.784166666666667
"HMGB1","HSPA1A",0.76,0.835
"PRKD2","TLR4",0.71,0.768333333333333
"CRK","IL27RA",0.79,0.8375
"ARL8B","KIF5B",0.73,0.817916666666667
"FES","RAB34",0.72,0.7175
"IRF3","RIOK3",0.72,0.745833333333333
"IL13","IL20RB",0.7,0.768333333333333
"NFE2L2","NR4A3",0.86,0.820833333333333
"NR4A3","IL10",0.7,0.734166666666667
"PTPN11","RB1",0.73,0.598333333333333
"STAT1","STAT2",0.76,0.9775
"CD24","HMGB1",0.7,0.774583333333333
"IL2","LRRC32",0.73,0.876666666666667
"CIB1","FAS",0.73,0.898333333333333
"FASLG","PMAIP1",0.82,0.7225
"ICAM1","TNFAIP3",0.77,0.64
"IFI27","TNFSF10",0.76,0.72
"RBCK1","SKIL",0.97,0.96
"IL1R1","SASH3",0.7,0.752916666666667
"CD86","HLA-DRA",0.77,0.765833333333333
"FOXP3","IL27",0.78,0.75375
"NFKBID","ZC3H12A",0.84,0.793333333333333
"CYP19A1","THBS1",0.7,0.6225
"DDT","MAPK1",0.73,0.5275
"IL1B","SOD2",0.72,0.9525
"LGALS3","TRIM32",0.85,0.918333333333333
"LTBR","S100A9",0.73,0.805833333333333
"GATA3","TRPV1",0.77,0.93
"CD274","PGLYRP1",0.75,0.787916666666667
"GATA3","XCL1",0.72,0.741666666666667
"CDC42","HRAS",0.72,0.844166666666667
"DENND1B","IL6",0.74,0.754166666666667
"ABCB10","L3MBTL3",0.78,0.6675
"ALAS1","BRD1",0.86,0.888333333333333
"ARID4A","BCL6",0.71,0.860416666666667
"DMTN","EPB42",0.78,0.851666666666667
"SH2B3","TMOD3",0.72,0.640833333333333
"ANXA1","SIRT2",0.71,0.679166666666666
"CSK","HES1",0.73,0.836666666666667
"EZH2","TMEM98",0.71,0.784166666666667
"METTL14","MMP14",0.72,0.819166666666667
"ALOX5","NOD2",0.7,0.711666666666667
"CARD9","GRN",0.75,0.885
"PLD4","SNX4",0.76,0.733333333333333
"BPI","ELANE",0.9,0.8975
"PMAIP1","TNFSF14",0.73,0.755833333333333
"CD160","SOCS5",0.7,0.866666666666667
"CD55","CD83",0.74,0.795833333333333
"CD81","TGFBR2",0.71,0.67625
"MYB","SASH3",0.73,0.92
"CTSG","STXBP3",0.7,0.675
"ITGB2","LILRA2",0.76,0.948333333333333
"PLA2G2A","TNF",0.82,0.870833333333333
"BTK","NOD2",0.71,0.948333333333333
"CNR1","PLCG1",0.7,0.854166666666667
"FCGR2B","HCK",0.73,0.74
"HLA-DRB1","MKRN2",0.83,0.7075
"BCL11B","CD3E",0.79,0.908333333333333
"SRF","ZFPM1",0.71,0.7175
"OTUD7B","PTPN22",0.71,0.638333333333333
"IL6ST","MYH9",0.74,0.878333333333333
"NFE2L2","THBS1",0.74,0.861666666666667
"PLSCR1","SERPING1",0.71,0.8575
"HLA-DQA1","HLA-DRB5",0.7,0.775
"IGBP1","MAPT",0.82,0.875
"MYC","PMAIP1",0.71,0.718333333333333
"REST","XIAP",0.73,0.906666666666667
"FASLG","HIF1A",0.7,0.728333333333333
"LGALS3","PRELID1",0.73,0.890833333333333
"APOBEC3G","IL12RB1",0.73,0.6725
"EIF2AK4","SIN3A",0.71,0.665
"IFNLR1","LILRB1",0.82,0.752916666666667
"IL12RB1","IL15",0.74,0.711666666666667
"IL1B","TNFAIP3",0.76,0.72
"IL23R","MICB",0.7,0.698333333333333
"IL23R","SIN3A",0.77,0.591666666666667
"PARP9","STAT1",0.91,0.8325
"PYCARD","SELENOK",0.74,0.754166666666667
"PRDX1","TRIM40",0.76,0.5825
"DEFA1","IL23A",0.76,0.9575
"CXCL11","CXCL9",0.78,0.915833333333333
"CXCL3","DEFA1",0.73,0.924166666666667
"CXCL8","LEAP2",0.74,0.865
"GAPDH","ELANE",0.77,0.875416666666667
"H2BC8","RPS19",0.75,0.583333333333333
"RPL39","RPS19",0.82,0.535
"BANK1","BTK",0.81,0.80875
"BANK1","FCGR2B",0.77,0.805
"CASP3","CTLA4",0.75,0.831666666666667
"IL10","SAMSN1",0.92,0.83
"INPP5D","RC3H1",0.86,0.8325
"FBN1","KIT",0.7,0.894583333333333
"FOXP1","SRC",0.74,0.635833333333333
"MPIG6B","PTPN11",0.84,0.965
"TYROBP","WASF2",0.83,0.7975
"WASF2","PIP4K2A",0.74,0.599166666666667
"BTK","CLEC4C",0.76,0.9175
"DOCK8","IL2",0.76,0.945
"ATF4","TREM2",0.7,0.8425
"AP1G1","HLA-G",0.76,0.8025
"AP1G1","SLAMF6",0.81,0.854166666666667
"IL12B","SH2D1A",0.77,0.7675
"KLRC4","STAT5B",0.7,0.679166666666667
"KLRC4-KLRK1","RAET1E",0.78,0.7825
"KLRK1","SLAMF6",0.74,0.8
"NCR3","RASGRP1",0.78,0.825833333333333
"CD40","PIK3CA",0.72,0.806666666666667
"PYCARD","XCL2",0.72,0.520833333333333
"EIF2AK2","FZD7",0.72,0.973333333333333
"AGER","BST1",0.8,0.870416666666667
"AGER","ST3GAL4",0.7,0.855
"CD47","PTGER4",0.73,0.599166666666667
"CHST2","SELP",0.78,0.7125
"FADD","PTGER4",0.81,0.725833333333333
"SELE","ICAM1",0.71,0.67
"ARRB2","GPR108",0.78,0.849166666666667
"GPR108","NR1D1",0.81,0.625833333333333
"IL1B","MAP4K2",0.71,0.806666666666667
"ADA","IL21",0.73,0.800416666666667
"C17orf99","DLL1",0.74,0.801666666666667
"CD19","FCGR2B",0.7,0.764166666666667
"CDH17","MALT1",0.77,0.816666666666667
"DOCK11","GPR183",0.71,0.83
"IRF8","LFNG",0.87,0.803333333333333
"PLCL2","XBP1",0.81,0.796666666666667
"SLAMF8","LGALS1",0.72,0.634166666666667
"CCR2","CD83",0.77,0.754583333333333
"CD28","MALT1",0.7,0.850833333333333
"CD3E","STOML2",0.73,0.8425
"CD83","RIPK2",0.72,0.826666666666667
"C1QBP","NLRX1",0.71,0.842916666666667
"IFIH1","OASL",0.73,0.7175
"IRF7","OAS3",0.7,0.798333333333333
"NOP53","UFD1",0.71,0.725
"ATG5","FPR3",0.84,0.775833333333333
"BAK1","C3AR1",0.73,0.934166666666667
"LCK","S1PR1",0.78,0.900833333333333
"PTGER4","BDKRB1",0.71,0.91
"ELANE","LTF",0.83,0.69
"BAX","LYN",0.75,0.815
"CD74","SOS1",0.7,0.693333333333333
"BLK","LILRB4",0.88,0.8275
"FOXP3","IDO1",0.74,0.795
"HLA-E","HMGB1",0.86,0.830416666666667
"ITCH","MARCHF7",0.7,0.6375
"LILRB2","PSG9",0.75,0.751666666666667
"LYN","TGFBR2",0.71,0.799166666666667
"PHLPP1","PSG9",0.74,0.639166666666667
"PHLPP1","TNFAIP3",0.75,0.796666666666667
"IL2","LGALS7B",0.78,0.848333333333333
"HLA-DRB1","IFI30",0.7,0.808333333333333
"THBS1","TREM2",0.74,0.58
"CEACAM1","HAX1",0.74,0.79
"EVI2B","ZBTB46",0.87,0.770833333333333
"FASN","LEF1",0.91,0.845
"GATA2","RUNX1",0.79,0.898333333333333
"JAGN1","L3MBTL3",0.85,0.773333333333333
"RARA","SP3",0.71,0.78
"RARA","TESC",0.85,0.745
"FAXDC2","PF4",0.87,0.808333333333333
"GABPA","H4C15",0.7,0.77625
"HIF1A","NR1H2",0.89,0.98
"IRS2","JAK3",0.7,0.676666666666667
"ITPKB","TSC22D3",0.71,0.673333333333333
"APOA1","CUEDC2",0.79,0.861666666666667
"CD96","PARP3",0.73,0.806666666666667
"FCGR2B","LILRB1",0.72,0.580833333333333
"HFE","TGFB2",0.73,0.682916666666667
"IL10","JAK3",0.73,0.7875
"OAS1","IFI35",0.83,0.505833333333333
"CSK","PRKCE",0.71,0.69875
"MYO1G","YES1",0.74,0.586666666666667
"PAK1","PTPRJ",0.7,0.743333333333333
"PLA2G6","PLD2",0.72,0.789166666666667
"ARHGEF5","LGALS9",0.72,0.8175
"CCR5","CXCR4",0.74,0.530833333333333
"CXCR4","GPR183",0.81,0.938333333333333
"IL12A","SLAMF8",0.71,0.541666666666667
"SLAMF1","TRPM2",0.7,0.630833333333333
"BRD1","PRKDC",0.81,0.817916666666667
"FOXO3","MED1",0.7,0.706666666666667
"CBLB","GBP1",0.76,0.804166666666667
"CD160","DUSP3",0.72,0.56625
"CD22","PAWR",0.75,0.8025
"ELF1","LAPTM5",0.7,0.696666666666667
"FYN","TRPV1",0.7,0.781666666666667
"SAA1","WNT5A",0.7,0.881666666666666
"LCK","MKRN2",0.77,0.911666666666667
"NCSTN","VSIR",0.8,0.855833333333333
"NLRP1","PTK2B",0.71,0.8825
"DMTN","SNCA",0.79,0.9075
"CD1C","STX7",0.7,0.774583333333333
"CD1D","IL23A",0.7,0.599583333333333
"CD1E","IL12A",0.71,0.7775
"APOBEC3A","APOBEC3B",0.8,0.746666666666667
"APOBEC3D","MAVS",0.75,0.884166666666667
"APOBEC3G","CCL5",0.76,0.727083333333333
"CNOT7","PPIA",0.73,0.826666666666667
"ACE","CXCL6",0.84,0.8575
"CARD9","ITGB2",0.82,0.829166666666667
"CARD9","PRAM1",0.71,0.684583333333333
"DNASE1","TREM1",0.75,0.65
"F2RL1","WDR1",0.72,0.675833333333333
"IL6","ITGAM",0.71,0.738333333333333
"CD28","TOP2A",0.72,0.7825
"CXCL8","CXCR6",0.7,0.93
"CXCL8","MIR221",0.71,0.709583333333333
"MFHAS1","PLEC",0.83,0.93
"SLC4A1","SNCA",0.81,0.875
"HLX","IL23A",0.79,0.591666666666667
"EDN1","PTK2B",0.7,0.861666666666667
"FZD5","RASGRP1",0.7,0.879166666666667
"MAP4K2","NOD2",0.72,0.7475
"ITGA2","SLIT2",0.7,0.810833333333333
"NFE2L2","PLK2",0.8,0.931666666666667
"DDX3X","RBCK1",0.73,0.712916666666667
"B2M","TAPBPL",0.73,0.729166666666667
"FCER1G","IKBKB",0.78,0.732083333333333
"MFSD6","TAPBP",0.74,0.890833333333333
"DDX21","SIRT1",0.71,0.730833333333333
"DHX36","LAPTM5",0.81,0.855833333333333
"DHX36","NR4A3",0.83,0.584166666666667
"SIRT1","SPON2",0.78,0.585
"HLA-DOB","MARCHF1",0.73,0.626666666666667
"LGMN","PYCARD",0.74,0.7125
"FES","PTPN6",0.7,0.811666666666667
"HLA-DRB1","PPARG",0.74,0.718333333333333
"IFI16","IRF7",0.7,0.7825
"INPP5D","MYH9",0.73,0.837916666666667
"AKT1","RUNX3",0.78,0.8675
"ATF4","LOX",0.71,0.9
"CEBPB","CEBPD",0.81,0.9775
"CEBPD","MAPK1",0.74,0.940833333333334
"HIPK2","MFHAS1",0.76,0.895
"ANXA2","PRDX3",0.71,0.6275
"ATAD5","LRRK2",0.72,0.8675
"IFI6","PML",0.73,0.950833333333333
"PMAIP1","MYC",0.72,0.538333333333333
"IL12RB1","MAVS",0.71,0.572083333333333
"IL23A","EIF2AK4",0.71,0.525
"IL4I1","IL7",0.72,0.72625
"MIR17HG","PPP2R3C",0.7,0.6525
"CCL28","FUT9",0.8,0.824166666666667
"FUT7","ITGB7",0.72,0.834166666666667
"ITGB2","RHOA",0.7,0.73
"NCF1","PML",0.7,0.920833333333333
"NCF1","SIRPA",0.75,0.704166666666667
"CD83","NLRP3",0.91,0.890833333333333
"CD86","HAVCR2",0.7,0.71625
"CLECL1","FOXP3",0.84,0.87
"GATA3","LGALS9",0.76,0.734166666666667
"HLA-E","IL1RAP",0.72,0.816666666666667
"AMBRA1","SOX12",0.73,0.762916666666667
"ADD2","FUT4",0.71,0.86125
"GOLPH3","ITGA4",0.71,0.59
"CCR7","DPP4",0.7,0.737916666666667
"CCR7","TNFAIP6",0.73,0.958333333333333
"IL23A","TNFAIP6",0.81,0.879166666666667
"CD40","RIF1",0.78,0.735
"HMCES","MAD2L2",0.77,0.63125
"SHLD2","EXOSC6",0.73,0.548333333333333
"TBX21","TFRC",0.76,0.8125
"ACOD1","GATA6",0.72,0.934166666666667
"HPX","SERPING1",0.82,0.815833333333333
"FFAR3","XCL1",0.82,0.745
"NOS2","TREX1",0.7,0.83
"RNASE2","RNASE3",0.79,0.7625
"AICDA","SLPI",0.71,0.803333333333333
"PARP14","STAT2",0.79,0.92
"CD40","FLT3",0.7,0.9025
"HES1","SOCS1",0.73,0.876666666666667
"IL6ST","JAK1",0.74,0.6275
"DAB2IP","F2RL1",0.76,0.787083333333333
"CTNNB1","KLF4",0.73,0.6675
"IFIT1","IFIT2",0.79,0.900833333333333
"IFIT1","PARP9",0.81,0.531666666666667
"FASLG","TNFSF14",0.7,0.791666666666667
"CD47","PTPRC",0.73,0.825
"CLEC4D","HCK",0.72,0.654166666666667
"CALCOCO2","PIP4K2A",0.91,0.8725
"GJA1","LEP",0.72,0.7225
"SNX10","TMEM64",0.75,0.844166666666667
"TGFB3","TNFSF11",0.7,0.804166666666667
"BST1","SLA2",0.71,0.773333333333333
"P2RX4","PPP3CA",0.77,0.861666666666667
"FGR","STXBP1",0.75,0.545833333333333
"ADAM8","XG",0.72,0.702083333333333
"CCR7","FUT4",0.73,0.695
"IL1A","IL23A",0.74,0.8775
"MDK","RIPOR2",0.71,0.742083333333333
"CD38","CNR1",0.72,0.931666666666667
"CYBA","GOLPH3",0.79,0.858333333333333
"LAMP1","XBP1",0.71,0.761666666666667
"AKIRIN1","MTUS1",0.76,0.69875
"CCL5","CMKLR1",0.74,0.86375
"CXCL17","MAPK3",0.8,0.796666666666667
"CXCL17","PTK2B",0.78,0.9
"CADM1","CRTAM",0.77,0.795416666666667
"CDK6","SPI1",0.8,0.873333333333333
"HSPA9","NFE2L2",0.74,0.6825
"MIXL1","SOS2",0.7,0.766666666666667
"CD3E","SKAP1",0.93,0.8
"C5AR1","CCR5",0.71,0.929583333333333
"C5AR1","IL1RL2",0.71,0.831666666666667
"ADAM9","RRAS",0.73,0.770833333333333
"PML","STAT1",0.73,0.938333333333333
"BATF3","HAVCR2",0.88,0.936666666666667
"CD2","IL10",0.73,0.846666666666667
"HMGB1","RBPJ",0.72,0.704166666666667
"RELB","SLAMF1",0.73,0.736666666666667
"C17orf99","LGALS1",0.72,0.7625
"CR1","SPI1",0.74,0.812083333333333
"FCGR2B","ITFG2",0.77,0.770833333333333
"GPR183","IL10",0.71,0.823333333333333
"IL6","XBP1",0.73,0.873333333333333
"IL18","IL1B",0.76,0.827083333333333
"IL1B","RIPK2",0.74,0.864166666666667
"IL1R1","JAK3",0.84,0.763333333333333
"IL4","ORM1",0.7,0.615833333333333
"H2BC6","WFDC12",0.81,0.840416666666667
"IGHA1","JCHAIN",0.7,0.721666666666667
"ADAM8","CXCL10",0.71,0.70875
"CCL20","CCL5",0.76,0.761666666666667
"CXCL10","TNFRSF14",0.71,0.855833333333333
"SPN","TNFRSF14",0.81,0.8625
"IL6ST","SYK",0.7,0.871666666666667
"ARID5A","IL4",0.75,0.643333333333333
"ARID5A","MAP3K7",0.71,0.720416666666667
"CD81","FZD5",0.8,0.780833333333333
"IL6","DENND1B",0.74,0.660833333333333
"ABCB9","ATG5",0.77,0.92625
"ADAM10","MYH9",0.77,0.6625
"BST1","PRAM1",0.89,0.815
"CD40LG","ITGB7",0.7,0.635833333333333
"ATF2","PRKD2",0.71,0.641666666666667
"DLL1","ERBB2",0.7,0.948333333333333
"HOXA5","NFE2L2",0.77,0.915
"HOXA5","PLK2",0.79,0.923333333333333
"KRT1","TGFB2",0.74,0.9775
"MYO18A","TACR1",0.73,0.851666666666667
"IL20","HES1",0.73,0.791666666666667
"ATF4","GAPDH",0.7,0.946666666666667
"CXCL8","PTX3",0.76,0.794166666666667
"DMTN","FBXO7",0.74,0.929166666666667
"BCL2","PRKDC",0.73,0.745416666666667
"IL12B","ZFPM1",0.7,0.931666666666667
"ADAM17","XCL2",0.7,0.765
"CCL3","CXCL10",0.71,0.820416666666667
"PIK3CG","CXCL16",0.72,0.870833333333333
"ARRB2","HSP90AB1",0.85,0.79625
"CX3CR1","IL4",0.7,0.565416666666667
"HAVCR2","IL7R",0.71,0.655
"KLRC1","NCKAP1L",0.72,0.700833333333333
"CYBA","PJA2",0.75,0.700833333333333
"DDX3X","NINJ1",0.77,0.7625
"RSAD2","LTF",0.76,0.551666666666667
"TICAM2","TLR2",0.75,0.6975
"TLR3","TLR9",0.74,0.579583333333333
"IL2","STAT3",0.81,0.7775
"IL6","NFKBIZ",0.76,0.665
"MALT1","RC3H2",0.72,0.713333333333333
"AKIRIN2","LAPTM5",0.79,0.835833333333333
"BAD","SIRT1",0.77,0.809166666666667
"AKT1","MAP2K1",0.7,0.749166666666667
"PIKFYVE","TRAF6",0.72,0.57
"CCL3","LTF",0.75,0.756666666666667
"CCL3","TNFAIP6",0.8,0.642083333333333
"FBN1","TLR4",0.78,0.709166666666667
"LILRB4","MAFB",0.73,0.790416666666667
"NF1","PIAS3",0.74,0.83
"BATF","TAL1",0.7,0.737916666666667
"MLLT3","XRCC5",0.79,0.665
"OSM","BATF",0.71,0.683333333333333
"BPIFB1","H2BC6",0.7,0.874166666666667
"BPIFB1","NOD2",0.74,0.843333333333333
"C17orf99","NOS2",0.71,0.894166666666667
"DEFA1","FFAR2",0.71,0.948333333333333
"AP1G1","BLOC1S6",0.71,0.860833333333333
"FCGR3A","IL23A",0.7,0.821666666666667
"IL15RA","JAK2",0.82,0.865416666666667
"IL15RA","LAMP1",0.7,0.7975
"BCL6","SMAD7",0.7,0.835416666666667
"GLI3","HLX",0.74,0.5375
"IL4R","RUNX1",0.76,0.6375
"RC3H1","TBX21",0.77,0.86
"TNFSF4","IL4R",0.84,0.675
"ELF1","PTPN6",0.7,0.551666666666667
"INAVA","LACC1",0.72,0.785416666666667
"INAVA","XIAP",0.7,0.6025
"ITCH","PTPN22",0.71,0.752083333333333
"C3AR1","CX3CL1",0.76,0.7375
"CMKLR1","CX3CR1",0.72,0.71375
"CXCL17","RARRES2",0.7,0.774583333333333
"CXCL10","STAT1",0.71,0.844166666666667
"PTPN22","SYT11",0.71,0.83
"SELENOS","VSIR",0.75,0.7925
"BGLAP","UBASH3B",0.82,0.8275
"IL6","TNFAIP3",0.74,0.816666666666667
"PPARG","S1PR1",0.76,0.966666666666667
"PRKCA","TFRC",0.72,0.7275
"PMAIP1","CDKN1A",0.72,0.504166666666667
"FOXP1","MIA3",0.73,0.875
"BCL3","CCDC88B",0.71,0.836666666666667
"HLA-G","LILRB1",0.75,0.9175
"IL7R","XCL1",0.7,0.847083333333333
"APOA1","BST2",0.71,0.71375
"APOA2","CD96",0.79,0.714583333333333
"CHUK","DHX9",0.8,0.763333333333333
"CHUK","RIPK2",0.7,0.810833333333333
"DDX3X","TLR8",0.73,0.942083333333333
"DDX58","NMI",0.76,0.823333333333333
"DHX36","IL10",0.7,0.908333333333333
"HSPD1","IRF5",0.7,0.77375
"IRF5","PTPRS",0.78,0.655833333333333
"LILRA4","DHX9",0.7,0.507916666666667
"IFIH1","STAT1",0.72,0.6875
"HLA-A","HLA-E",0.8,0.720833333333333
"WDFY4","XCL1",0.74,0.958333333333333
"CLPB","SEC14L1",0.7,0.556666666666667
"DHX58","NOP53",0.71,0.703333333333333
"LSM14A","PUM2",0.81,0.744166666666667
"OAS3","OASL",0.8,0.568333333333333
"ARG1","HRG",0.7,0.673333333333333
"CHGA","FAM3A",0.71,0.810416666666667
"ATM","FYN",0.7,0.751666666666667
"EGR1","REST",0.76,0.655416666666667
"DDX58","IFIT1",0.71,0.685833333333333
"DHX36","PMAIP1",0.84,0.768333333333333
"DHX9","NFKBIA",0.7,0.851666666666667
"HES1","PYDC1",0.72,0.950833333333333
"C5AR1","CXCR4",0.79,0.830833333333333
"EIF2B3","MDK",0.74,0.913333333333333
"MAP2K1","PLEC",0.75,0.795
"HECTD1","PBX1",0.84,0.72375
"KAT7","ZBTB1",0.9,0.78
"MERTK","RABL3",0.7,0.72625
"NFIL3","ZBTB1",0.89,0.93
"PRDM1","TUSC2",0.71,0.820833333333333
"SP3","TYRO3",0.79,0.6825
"LYN","MAPK9",0.78,0.8325
"MAP2K7","NR4A3",0.85,0.79
"TRAF6","VAV3",0.71,0.883333333333333
"DDX60","OASL",0.84,0.860416666666667
"PUM1","USP15",0.7,0.689166666666667
"AKT1","APOD",0.74,0.715833333333333
"GCSAM","NBL1",0.72,0.6275
"PLCB1","SLAMF8",0.86,0.92
"APP","MAPK1",0.71,0.898333333333333
"F2","LIF",0.72,0.715
"IFNGR1","MAPK3",0.71,0.766666666666667
"LRP1","MAP2K1",0.82,0.884166666666667
"S100A8","S100A9",0.84,0.829583333333333
"CARD8","NLRC3",0.77,0.8475
"CDK5RAP3","NLRP2",0.71,0.746666666666667
"IL10","TRIM21",0.76,0.718333333333333
"IRAK2","TRAF3",0.75,0.876666666666667
"NLRP3","TNFAIP3",0.85,0.845833333333333
"EIF2AK2","ISG15",0.7,0.893333333333333
"RPL13A","RPS3",0.91,0.925
"TRPM2","SLAMF1",0.72,0.53625
"ABL1","SRC",0.75,0.713333333333333
"FCGR2B","FGR",0.71,0.785416666666667
"LYN","PRKCD",0.76,0.615416666666667
"PRKCE","VAV3",0.73,0.815
"BIRC3","CYLD",0.77,0.885833333333333
"ERBIN","MAP2K6",0.7,0.624166666666667
"LIMK1","FGR",0.71,0.5775
"DEFA1","NKG7",0.75,0.916666666666667
"ADAM10","SLC8B1",0.79,0.710416666666667
"CCL27","PTK2B",0.8,0.87625
"CCL5","KLRK1",0.73,0.9025
"KLRC4-KLRK1","PADI2",0.7,0.600416666666667
"S100A7","XCL2",0.71,0.729166666666667
"TMEM102","WNK1",0.75,0.614583333333333
"IGHA1","IGKC",0.92,0.9575
"EP300","MAP3K7",0.81,0.784583333333333
"EP300","TRAF6",0.74,0.835
"FFAR2","LYN",0.8,0.705416666666667
"KLRD1","KLRK1",0.73,0.805
"LYN","TYROBP",0.78,0.543333333333333
"PAK1","PLCG2",0.73,0.578333333333333
"ANO6","CXCL17",0.7,0.919166666666667
"DUSP1","FPR2",0.78,0.825
"FPR2","CXCL17",0.7,0.544166666666667
"FPR2","LGMN",0.72,0.6675
"EZH2","IL17D",0.77,0.741666666666667
"MAPK14","PYCARD",0.82,0.673333333333333
"CITED1","FBXW7",0.71,0.845
"HAVCR2","TLR4",0.7,0.643333333333333
"HSPD1","STAP1",0.7,0.756666666666667
"MIR128-1","PLA2G4A",0.7,0.755833333333333
"CD74","FCN1",0.73,0.9025
"TRIM31","TRIM6",0.74,0.654166666666667
"C5","SLIT2",0.74,0.824166666666666
"C5AR2","STAP1",0.81,0.813333333333333
"CCL2","DDT",0.76,0.924583333333333
"CYP19A1","GPR18",0.75,0.795416666666667
"DDT","GREM1",0.7,0.850416666666667
"DPP4","MIF",0.81,0.714583333333333
"MMP28","GREM1",0.85,0.595833333333333
"CD3E","JAK2",0.78,0.822083333333333
"HLA-A","TNFSF4",0.74,0.614166666666667
"IL18","IL23A",0.7,0.620833333333333
"RASAL3","RIPK2",0.71,0.742083333333333
"IKBKB","SRC",0.71,0.798333333333333
"KLRC3","PAK1",0.84,0.74
"FYN","KLRC4-KLRK1",0.74,0.621666666666667
"EPHA2","FLCN",0.81,0.9225
"GATA3","PLEKHA1",0.7,0.721666666666667
"HCLS1","P2RX4",0.77,0.878333333333333
"FGFR2","SMAD6",0.74,0.919166666666667
"HSP90AB1","MIR17HG",0.75,0.800833333333333
"IL4","LPXN",0.71,0.938333333333333
"CDKN1A","MYC",0.74,0.845833333333333
"FADD","NLRC4",0.7,0.7825
"PML","TNFSF10",0.73,0.529166666666667
"EZR","PPP3CA",0.83,0.925833333333333
"IL13","PRKCE",0.7,0.9875
"EFNB3","UNC13D",0.71,0.856666666666667
"PTPRD","WNT5A",0.84,1
"CTNNB1","PTAFR",0.7,0.831666666666667
"MIR221","MIR223",0.7,0.651666666666667
"ADA","TSC1",0.77,0.763333333333333
"CIAO3","DPP4",0.82,0.9375
"PMAIP1","HIF1A",0.74,0.610833333333333
"LRRC32","TP53",0.73,0.755
"ARRB2","HLA-E",0.82,0.652916666666667
"CLEC12B","KLRD1",0.72,0.730416666666667
"C3","EXT1",0.74,0.74625
"C3","FCGR3A",0.84,0.825
"EXT1","IL31RA",0.72,0.704166666666667
"FUT7","OPRM1",0.74,0.703333333333333
"IGHG1","PLA2G2D",0.79,0.894166666666667
"IL20RB","NLRP6",0.8,0.645
"ADA","CLPTM1",0.7,0.824166666666667
"BMP4","SHH",0.72,0.8825
"ERBB2","TOX",0.72,0.730416666666667
"ADORA2B","SNX4",0.75,0.787916666666667
"ADORA2B","VAMP7",0.76,0.775
"GAB2","IL13",0.72,0.786666666666667
"LAMP1","ITGAM",0.74,0.5325
"PTAFR","SNX4",0.88,0.8025
"SPHK2","SYK",0.71,0.8125
"HSP90AB1","PPARG",0.75,0.78625
"JAK1","SOCS1",0.74,0.765
"NR1H2","TP53",0.72,0.845
"PARP9","NMI",0.75,0.585833333333333
"HIF1A","MYC",0.75,0.8925
"AKIRIN1","TSC1",0.73,0.883333333333333
"G3BP1","NCK1",0.93,0.9475
"RIPOR2","SNX4",0.81,0.8925
"TFRC","RAC2",0.72,0.653333333333333
"ALAS2","SRC",0.75,0.861666666666667
"IL1A","SOD2",0.79,0.873333333333333
"TNFAIP3","FADD",0.73,0.628333333333333
"CLEC7A","LILRA2",0.73,0.77625
"PAK2","KLRC4",0.72,0.641666666666667
"ACE","CD34",0.73,0.7475
"ARIH2","CTC1",0.7,0.910833333333333
"ARIH2","YTHDF2",0.76,0.739583333333333
"GBA","KITLG",0.7,0.612916666666667
"PLCG2","PAK1",0.81,0.5075
"FOXP3","MTOR",0.79,0.72375
"IL23A","SLAMF6",0.73,0.728333333333333
"IL6R","ZFPM1",0.75,0.671666666666667
"SLAMF6","STAT6",0.7,0.548333333333333
"CD36","GPRC5B",0.77,0.882083333333333
"DHX36","MIF",0.8,0.733333333333333
"HLA-G","MAVS",0.7,0.686666666666667
"BST2","CCL2",0.73,0.950833333333333
"CNN2","SEMA7A",0.76,0.6875
"MICOS10-NBL1","MIR24-1",0.73,0.960833333333333
"ARID5A","SLC7A5",0.7,0.808333333333333
"CCL1","FOXP3",0.72,0.862916666666667
"IFNG","ZBTB7B",0.74,0.83875
"IL27RA","IL6",0.77,0.610833333333333
"HSP90AA1","TMEM106A",0.85,0.9075
"IFNG","KLRC4-KLRK1",0.7,0.809166666666667
"SMAD3","TRPV1",0.8,0.595
"TRPV1","KLRC4-KLRK1",0.79,0.6
"LOXL3","MITF",0.77,0.81
"ATM","PRKCH",0.71,0.701666666666667
"MIF","SFRP2",0.78,0.8225
"MKNK2","PRKD2",0.7,0.615833333333333
"FOXF1","HES1",0.77,0.635
"HES1","TEK",0.75,1
"ANXA1","ARL8B",0.82,0.913333333333333
"MIA3","VAMP2",0.71,0.8375
